kickoff	venue	home_team	away_team	score	home_goals	away_goals	result_1	result_n	result_2	result	home_elo	away_elo	elo_diff	elo_swap	home_1m_elo_diff	away_1m_elo_diff
2014-01-25	Stade Municipal de Roudourou	Guingamp	PSG	1 - 1	1	1	0	1	0	2	1524	1830	306	7.1	-6.27637	5.79736
2014-01-25	Stade de la Mosson	Montpellier	Nice	3 - 1	3	1	1	0	0	1	1564	1565	1	10	10.81726	6.76562
2014-01-25	Stade François-Coty	Ajaccio	Sochaux	1 - 1	1	1	0	1	0	2	1440	1450	10	0.3	-7.349	-14.25916
2014-01-25	Stade du Hainaut	Valenciennes	Lorient	1 - 1	1	1	0	1	0	2	1521	1586	65	1.8	6.55261	0.24084
2014-01-25	La Beaujoire-Louis-Fonteneau	Nantes	Reims	0 - 0	0	0	0	1	0	2	1557	1568	11	0.3	3.14172	1.8772
2014-01-26	Stade de Gerland	Lyon	Evian	3 - 0	3	0	1	0	0	1	1659	1511	148	6	15.50342	-8.21631
2014-01-26	Stade Jacques Chaban-Delmas	Bordeaux	St Etienne	2 - 0	2	0	1	0	0	1	1589	1648	59	11.7	-19.07031	13.53503
2014-01-26	Stade Louis II	Monaco	Marseille	2 - 0	2	0	1	0	0	1	1653	1622	31	9.1	12.13367	7.41492
2014-01-29	Stade Vélodrome	Marseille	Valenciennes	2 - 1	2	1	1	0	0	1	1614	1521	93	7.4	-0.3158	6.24207
2014-01-31	Parc des Princes	PSG	Bordeaux	2 - 0	2	0	1	0	0	1	1824	1600	224	4.3	-0.01526	-8.20703
2014-02-01	Stade du Moustoir	Lorient	Monaco	2 - 2	2	2	0	1	0	2	1586	1661	75	2.1	0.55139	19.8645
2014-02-01	Parc des Sports	Evian	Ajaccio	1 - 1	1	1	0	1	0	2	1506	1438	68	1.9	-13.56958	-9.22888
2014-02-01	Stade Bonal	Sochaux	Nantes	1 - 0	1	0	1	0	0	1	1452	1555	103	12.9	-12.37927	1.30481
2014-02-01	Stade Geoffroy-Guichard	St Etienne	Valenciennes	3 - 0	3	0	1	0	0	1	1637	1517	120	6.7	2.67175	2.13135
2014-02-01	Stade Armand-Cesari-Furiani	Bastia	Guingamp	3 - 2	3	2	1	0	0	1	1535	1529	6	9.8	1.37964	-0.46387
2014-02-01	Stade Auguste-Delaune	Reims	Montpellier	2 - 4	2	4	0	0	1	3	1569	1573	4	9.9	3.71411	19.72021
2014-02-02	Allianz Riviera	Nice	Lille	1 - 0	1	0	1	0	0	1	1556	1680	124	13.4	-2.13721	-30.42725
2014-02-02	Stade de la Route-de-Lorient	Rennes	Lyon	2 - 0	2	0	1	0	0	1	1533	1665	132	13.6	1.65027	20.85669
2014-02-02	Stade Vélodrome	Marseille	Toulouse	2 - 2	2	2	0	1	0	2	1618	1572	46	1.3	3.79492	-1.21106
2014-02-07	Stadium Municipal	Toulouse	St Etienne	0 - 0	0	0	0	1	0	2	1576	1643	67	1.9	2.29907	8.75708
2014-02-08	Stade Vélodrome	Marseille	Bastia	3 - 0	3	0	1	0	0	1	1615	1541	74	7.9	0.28491	7.2876
2014-02-08	Stade François-Coty	Ajaccio	Rennes	3 - 1	3	1	1	0	0	1	1442	1546	104	12.9	-5.18848	14.99634
2014-02-08	Stade Pierre Mauroy	Lille	Sochaux	2 - 0	2	0	1	0	0	1	1670	1460	210	4.6	-39.71423	-3.68005
2014-02-08	Stade du Hainaut	Valenciennes	Nice	2 - 1	2	1	1	0	0	1	1511	1566	55	11.6	-3.95398	7.14966
2014-02-08	Stade Municipal de Roudourou	Guingamp	Reims	1 - 2	1	2	0	0	1	3	1524	1555	31	9.1	-6.37183	-10.65527
2014-02-08	Stade de la Mosson	Montpellier	Evian	1 - 1	1	1	0	1	0	2	1587	1502	85	2.4	34.0896	-17.60999
2014-02-09	La Beaujoire-Louis-Fonteneau	Nantes	Lyon	1 - 2	1	2	0	0	1	3	1546	1651	105	7.1	-7.39441	7.5105
2014-02-09	Stade Louis II	Monaco	PSG	1 - 1	1	1	0	1	0	2	1661	1827	166	4.4	20.06177	2.92664
2014-02-11	Stadium Municipal	Toulouse	Bastia	1 - 3	1	3	0	0	1	3	1575	1534	41	11.2	1.85193	-0.33167
2014-02-14	Parc des Princes	PSG	Valenciennes	3 - 0	3	0	1	0	0	1	1825	1518	307	2.9	-1.43005	-3.19324
2014-02-15	Stade Armand-Cesari-Furiani	Bastia	Monaco	0 - 2	0	2	0	0	1	3	1550	1663	113	6.9	22.23279	22.57874
2014-02-15	Stade de la Route-de-Lorient	Rennes	Montpellier	2 - 2	2	2	0	1	0	2	1534	1583	49	1.4	4.21021	29.36523
2014-02-15	Stade du Moustoir	Lorient	Toulouse	1 - 3	1	3	0	0	1	3	1586	1559	27	10.8	7.23816	-25.29797
2014-02-15	Allianz Riviera	Nice	Nantes	0 - 0	0	0	0	1	0	2	1558	1539	19	0.5	-1.63538	-21.76147
2014-02-15	Stade Bonal	Sochaux	Guingamp	1 - 0	1	0	1	0	0	1	1457	1514	57	11.6	-3.14221	-16.69263
2014-02-15	Stade Auguste-Delaune	Reims	Bordeaux	1 - 0	1	0	1	0	0	1	1565	1597	32	10.9	-14.90637	-0.01086
2014-02-16	Stade de Gerland	Lyon	Ajaccio	3 - 1	3	1	1	0	0	1	1659	1455	204	4.7	11.33618	9.12439
2014-02-16	Parc des Sports	Evian	Lille	2 - 2	2	2	0	1	0	2	1506	1673	167	4.5	-2.11707	-22.87146
2014-02-16	Stade Geoffroy-Guichard	St Etienne	Marseille	1 - 1	1	1	0	1	0	2	1644	1622	22	0.6	6.48364	0.48926
2014-02-21	Stade Louis II	Monaco	Reims	3 - 2	3	2	1	0	0	1	1681	1579	102	7.1	27.84216	11.38782
2014-02-22	Stade Vélodrome	Marseille	Lorient	1 - 0	1	0	1	0	0	1	1632	1578	54	8.5	10.60779	-8.16077
2014-02-22	Stade du Hainaut	Valenciennes	Sochaux	2 - 2	2	2	0	1	0	2	1523	1472	51	1.5	1.82678	22.03162
2014-02-22	Stade de la Mosson	Montpellier	Ajaccio	2 - 0	2	0	1	0	0	1	1591	1459	132	6.4	26.96533	18.43164
2014-02-22	Stade Armand-Cesari-Furiani	Bastia	St Etienne	0 - 2	0	2	0	0	1	3	1547	1648	101	7.2	11.46521	0.00244
2014-02-22	Stade Municipal de Roudourou	Guingamp	Nice	1 - 0	1	0	1	0	0	1	1514	1563	49	11.4	-9.68787	-2.57129
2014-02-22	Stade Jacques Chaban-Delmas	Bordeaux	Evian	2 - 1	2	1	1	0	0	1	1597	1516	81	7.7	8.25049	4.75854
2014-02-23	Stadium Municipal	Toulouse	PSG	2 - 4	2	4	0	0	1	3	1582	1854	272	3.5	9.77698	24.28809
2014-02-23	La Beaujoire-Louis-Fonteneau	Nantes	Rennes	0 - 3	0	3	0	0	1	3	1549	1540	9	10.3	-7.92542	13.22778
2014-02-23	Stade Pierre Mauroy	Lille	Lyon	0 - 0	0	0	0	1	0	2	1678	1668	10	0.3	-7.24841	9.06372
2014-02-25	Stade Jacques Chaban-Delmas	Bordeaux	Lorient	3 - 2	3	2	1	0	0	1	1601	1573	28	9.2	12.54407	-12.96936
2014-02-28	Parc des Sports	Evian	Nantes	2 - 0	2	0	1	0	0	1	1511	1530	19	10.5	5.81824	-24.47766
2014-03-01	Stade Geoffroy-Guichard	St Etienne	Monaco	2 - 0	2	0	1	0	0	1	1661	1687	26	10.7	23.74146	26.11987
2014-03-01	Stade de la Route-de-Lorient	Rennes	Guingamp	0 - 2	0	2	0	0	1	3	1561	1524	37	11.1	28.16479	-5.83337
2014-03-01	Stade Bonal	Sochaux	Bordeaux	2 - 0	2	0	1	0	0	1	1478	1609	131	13.6	26.23486	9.58435
2014-03-01	Stade du Moustoir	Lorient	Bastia	1 - 1	1	1	0	1	0	2	1570	1539	31	0.9	-16.30859	3.46448
2014-03-01	Stade Auguste-Delaune	Reims	Valenciennes	3 - 1	3	1	1	0	0	1	1577	1522	55	8.4	7.76672	5.04004
2014-03-01	Allianz Riviera	Nice	Toulouse	0 - 2	0	2	0	0	1	3	1558	1579	21	9.4	1.53955	7.03284
2014-03-02	Stade François-Coty	Ajaccio	Lille	2 - 3	2	3	0	0	1	3	1456	1678	222	4.4	18.07214	-1.51538
2014-03-02	Stade de Gerland	Lyon	Montpellier	0 - 0	0	0	0	1	0	2	1680	1598	82	2.3	15.22412	25.17688
2014-03-02	Parc des Princes	PSG	Marseille	2 - 0	2	0	1	0	0	1	1862	1640	222	4.4	34.77783	21.474
2014-03-07	Stade Vélodrome	Marseille	Nice	0 - 1	0	1	0	0	1	3	1637	1544	93	12.6	22.0802	-21.39941
2014-03-08	Stade Armand-Cesari-Furiani	Bastia	PSG	0 - 3	0	3	0	0	1	3	1542	1865	323	2.7	0.69287	37.68164
2014-03-08	Stade du Hainaut	Valenciennes	Rennes	2 - 1	2	1	1	0	0	1	1515	1545	30	10.9	4.3053	-1.04602
2014-03-08	Stade Municipal de Roudourou	Guingamp	Evian	0 - 1	0	1	0	0	1	3	1540	1523	17	10.5	15.93945	21.62915
2014-03-08	Stadium Municipal	Toulouse	Reims	3 - 2	3	2	1	0	0	1	1593	1584	9	9.7	17.1748	28.95618
2014-03-08	Stade Louis II	Monaco	Sochaux	2 - 1	2	1	1	0	0	1	1678	1491	187	5.1	16.42212	30.90503
2014-03-08	La Beaujoire-Louis-Fonteneau	Nantes	Ajaccio	2 - 2	2	2	0	1	0	2	1523	1452	71	2	-22.67395	9.3457
2014-03-09	Stade Pierre Mauroy	Lille	Montpellier	2 - 0	2	0	1	0	0	1	1683	1603	80	7.7	12.45752	15.16418
2014-03-09	Stade du Moustoir	Lorient	St Etienne	1 - 0	1	0	1	0	0	1	1567	1671	104	12.9	-19.24744	26.70959
2014-03-09	Stade Jacques Chaban-Delmas	Bordeaux	Lyon	1 - 2	1	2	0	0	1	3	1596	1676	80	7.7	-0.84314	24.2135
2014-03-14	Stade Auguste-Delaune	Reims	Marseille	1 - 1	1	1	0	1	0	2	1578	1624	46	1.3	13.48584	2.0011
2014-03-15	Stade Pierre Mauroy	Lille	Nantes	0 - 0	0	0	0	1	0	2	1695	1525	170	4.5	21.37744	-13.45752
2014-03-15	Stade François-Coty	Ajaccio	Guingamp	1 - 2	1	2	0	0	1	3	1462	1535	73	7.9	7.0564	20.64148
2014-03-15	Parc des Sports	Evian	Valenciennes	0 - 1	0	1	0	0	1	3	1540	1528	12	10.3	33.59229	9.625
2014-03-15	Stade Bonal	Sochaux	Lorient	2 - 0	2	0	1	0	0	1	1494	1581	87	12.5	37.35327	-4.71936
2014-03-15	Allianz Riviera	Nice	Bastia	2 - 0	2	0	1	0	0	1	1563	1543	20	9.4	4.16821	-6.55884
2014-03-15	Stade de la Route-de-Lorient	Rennes	Toulouse	2 - 3	2	3	0	0	1	3	1544	1605	61	8.3	10.28052	45.42627
2014-03-16	Stade de la Mosson	Montpellier	Bordeaux	1 - 1	1	1	0	1	0	2	1602	1594	8	0.2	19.33557	-3.06714
2014-03-16	Stade de Gerland	Lyon	Monaco	2 - 3	2	3	0	0	1	3	1705	1686	19	10.5	46.36768	22.49365
2014-03-16	Parc des Princes	PSG	St Etienne	2 - 0	2	0	1	0	0	1	1875	1668	207	4.7	48.18872	23.8833
2014-03-21	Stade du Moustoir	Lorient	PSG	0 - 1	0	1	0	0	1	3	1570	1878	308	2.9	-8.24622	23.78247
2014-03-22	Stade Vélodrome	Marseille	Rennes	0 - 1	0	1	0	0	1	3	1631	1535	96	12.7	-1.51941	-4.901
2014-03-22	Stade Jacques Chaban-Delmas	Bordeaux	Nice	1 - 1	1	1	0	1	0	2	1596	1570	26	0.7	-1.20312	7.45081
2014-03-22	Stade Armand-Cesari-Furiani	Bastia	Reims	2 - 0	2	0	1	0	0	1	1535	1583	48	11.4	-11.95825	3.98608
2014-03-22	Stade du Hainaut	Valenciennes	Ajaccio	2 - 3	2	3	0	0	1	3	1538	1453	85	12.4	14.77368	-5.5614
2014-03-22	Stadium Municipal	Toulouse	Evian	1 - 1	1	1	0	1	0	2	1613	1529	84	2.4	31.03809	13.18616
2014-03-22	La Beaujoire-Louis-Fonteneau	Nantes	Montpellier	2 - 1	2	1	1	0	0	1	1531	1599	68	11.9	-17.66797	8.34656
2014-03-23	Stade Geoffroy-Guichard	St Etienne	Sochaux	3 - 1	3	1	1	0	0	1	1664	1506	158	5.7	16.07935	33.95984
2014-03-23	Stade Municipal de Roudourou	Guingamp	Lyon	0 - 1	0	1	0	0	1	3	1543	1693	150	5.9	28.77222	24.97803
2014-03-23	Stade Louis II	Monaco	Lille	1 - 1	1	1	0	1	0	2	1696	1688	8	0.2	11.74207	10.09131
2014-03-28	Allianz Riviera	Nice	PSG	0 - 1	0	1	0	0	1	3	1573	1881	308	2.9	17.62793	21.54614
2014-03-29	Stade Bonal	Sochaux	Marseille	1 - 1	1	1	0	1	0	2	1501	1618	117	3.2	26.14417	-18.73364
2014-03-29	Parc des Sports	Evian	Monaco	1 - 0	1	0	1	0	0	1	1533	1694	161	14.3	21.88074	9.2915
2014-03-29	Stade Auguste-Delaune	Reims	Lorient	1 - 1	1	1	0	1	0	2	1573	1567	6	0.2	-2.16467	-0.86035
2014-03-29	La Beaujoire-Louis-Fonteneau	Nantes	Bordeaux	0 - 0	0	0	0	1	0	2	1539	1593	54	1.5	8.60657	-13.9104
2014-03-29	Stade François-Coty	Ajaccio	Toulouse	2 - 2	2	2	0	1	0	2	1465	1609	144	3.9	11.14368	31.81873
2014-03-29	Stade de la Mosson	Montpellier	Valenciennes	0 - 0	0	0	0	1	0	2	1592	1526	66	1.9	-4.2157	6.39099
2014-03-30	Stade de la Route-de-Lorient	Rennes	Bastia	3 - 0	3	0	1	0	0	1	1548	1545	3	9.9	-10.88464	8.52698
2014-03-30	Stade Pierre Mauroy	Lille	Guingamp	1 - 0	1	0	1	0	0	1	1691	1537	154	5.8	15.13586	15.31152
2014-03-30	Stade de Gerland	Lyon	St Etienne	1 - 2	1	2	0	0	1	3	1700	1668	32	10.9	28.61511	9.81116
2014-04-04	Stade Vélodrome	Marseille	Ajaccio	3 - 1	3	1	1	0	0	1	1622	1471	151	5.9	-15.09497	19.37598
2014-04-05	Parc des Princes	PSG	Reims	3 - 0	3	0	1	0	0	1	1898	1573	325	2.7	33.29102	-10.94214
2014-04-05	Stade du Moustoir	Lorient	Evian	1 - 1	1	1	0	1	0	2	1572	1546	26	0.7	5.22437	23.2616
2014-04-05	Stade Municipal de Roudourou	Guingamp	Montpellier	1 - 2	1	2	0	0	1	3	1536	1590	54	8.5	-3.09631	-12.06665
2014-04-05	Stade Armand-Cesari-Furiani	Bastia	Sochaux	2 - 2	2	2	0	1	0	2	1537	1505	32	0.9	-4.35156	14.30188
2014-04-05	Stade Jacques Chaban-Delmas	Bordeaux	Rennes	2 - 2	2	2	0	1	0	2	1596	1561	35	1	0.73401	15.71326
2014-04-05	Stadium Municipal	Toulouse	Lille	1 - 2	1	2	0	0	1	3	1610	1697	87	7.5	16.8822	13.98389
2014-04-06	Stade Geoffroy-Guichard	St Etienne	Nice	1 - 1	1	1	0	1	0	2	1682	1573	109	3	11.86523	28.77039
2014-04-06	Stade du Hainaut	Valenciennes	Lyon	1 - 2	1	2	0	0	1	3	1533	1688	155	5.8	17.69617	12.54602
2014-04-06	Stade Louis II	Monaco	Nantes	3 - 1	3	1	1	0	0	1	1687	1541	146	6	9.06921	17.65552
2014-04-11	Stade de la Mosson	Montpellier	Marseille	2 - 3	2	3	0	0	1	3	1593	1618	25	9.3	-3.85388	-6.46753
2014-04-12	Stade Pierre Mauroy	Lille	Valenciennes	1 - 0	1	0	1	0	0	1	1697	1519	178	5.3	8.0741	-2.82031
2014-04-12	Stade Bonal	Sochaux	Toulouse	2 - 0	2	0	1	0	0	1	1501	1594	93	12.6	12.34436	-4.63647
2014-04-12	Stade François-Coty	Ajaccio	Bordeaux	1 - 1	1	1	0	1	0	2	1458	1586	128	3.5	2.02795	-2.09729
2014-04-12	Stade de la Route-de-Lorient	Rennes	Monaco	0 - 1	0	1	0	0	1	3	1557	1684	127	6.5	18.10315	3.41382
2014-04-12	Allianz Riviera	Nice	Lorient	1 - 2	1	2	0	0	1	3	1570	1561	9	10.3	13.69739	-14.10278
2014-04-12	Parc des Sports	Evian	Bastia	2 - 1	2	1	1	0	0	1	1542	1527	15	9.6	7.99182	-10.46021
2014-04-13	La Beaujoire-Louis-Fonteneau	Nantes	Guingamp	1 - 0	1	0	1	0	0	1	1529	1520	9	9.7	9.60779	-8.96423
2014-04-13	Stade Auguste-Delaune	Reims	St Etienne	2 - 2	2	2	0	1	0	2	1563	1670	107	3	-14.64709	7.91357
2014-04-13	Stade de Gerland	Lyon	PSG	1 - 0	1	0	1	0	0	1	1684	1874	190	15	0.68127	4.78101
2014-04-18	Stade Geoffroy-Guichard	St Etienne	Rennes	0 - 0	0	0	0	1	0	2	1669	1550	119	3.3	4.45312	14.10596
2014-04-20	Stade Louis II	Monaco	Nice	1 - 0	1	0	1	0	0	1	1690	1560	130	6.4	-6.38525	-10.4845
2014-04-20	Stade Jacques Chaban-Delmas	Bordeaux	Guingamp	5 - 1	5	1	1	0	0	1	1584	1514	70	8	-11.85876	-29.146
2014-04-20	Stade Auguste-Delaune	Reims	Sochaux	0 - 1	0	1	0	0	1	3	1564	1513	51	11.5	-18.72742	6.92554
2014-04-20	Stade du Moustoir	Lorient	Montpellier	4 - 4	4	4	0	1	0	2	1572	1582	10	0.3	1.91516	-17.48047
2014-04-20	Stade Armand-Cesari-Furiani	Bastia	Ajaccio	2 - 1	2	1	1	0	0	1	1521	1459	62	8.2	-14.08521	5.90491
2014-04-20	Stade du Hainaut	Valenciennes	Nantes	2 - 6	2	6	0	0	1	3	1516	1535	19	9.5	-21.82166	3.59973
2014-04-20	Stade Vélodrome	Marseille	Lille	0 - 0	0	0	0	1	0	2	1626	1700	74	2.1	-4.70776	11.08801
2014-04-23	Parc des Princes	PSG	Evian	1 - 0	1	0	1	0	0	1	1863	1547	316	2.8	-17.63013	18.61548
2014-04-23	Stadium Municipal	Toulouse	Lyon	0 - 0	0	0	0	1	0	2	1582	1695	113	3.1	-30.73279	1.85132
2014-04-25	La Beaujoire-Louis-Fonteneau	Nantes	Marseille	1 - 1	1	1	0	1	0	2	1554	1626	72	2	15.15027	7.85986
2014-04-26	Stade François-Coty	Ajaccio	Monaco	1 - 4	1	4	0	0	1	3	1455	1694	239	4	-10.49146	-0.16284
2014-04-26	Parc des Sports	Evian	St Etienne	1 - 2	1	2	0	0	1	3	1546	1664	118	6.7	12.9679	-4.6012
2014-04-26	Stade de la Mosson	Montpellier	Toulouse	2 - 1	2	1	1	0	0	1	1584	1583	1	10	-7.37695	-25.29871
2014-04-26	Stade de la Route-de-Lorient	Rennes	Lorient	1 - 1	1	1	0	1	0	2	1555	1570	15	0.4	7.17883	3.20813
2014-04-26	Stade Municipal de Roudourou	Guingamp	Valenciennes	1 - 0	1	0	1	0	0	1	1505	1497	8	9.8	-31.95007	-28.63501
2014-04-26	Allianz Riviera	Nice	Reims	1 - 0	1	0	1	0	0	1	1557	1553	4	9.9	-16.60999	-19.73462
2014-04-27	Stade Bonal	Sochaux	PSG	1 - 1	1	1	0	1	0	2	1524	1865	341	7.5	22.7439	-16.38342
2014-04-27	Stade de Gerland	Lyon	Bastia	4 - 1	4	1	1	0	0	1	1694	1526	168	5.5	-5.41296	-19.17004
2014-04-27	Stade Pierre-Mauroy	Lille	Bordeaux	2 - 1	2	1	1	0	0	1	1700	1593	107	7	9.06946	0.71814
2014-05-02	Stade Armand-Cesari-Furiani	Bastia	Lille	1 - 1	1	1	0	1	0	2	1521	1704	183	4.8	-13.75671	9.97131
2014-05-04	Stade Geoffroy-Guichard	St Etienne	Montpellier	2 - 0	2	0	1	0	0	1	1671	1590	81	7.7	-12.85986	-1.50793
2014-05-04	Stade du Hainaut	Valenciennes	Bordeaux	0 - 1	0	1	0	0	1	3	1491	1590	99	7.2	-42.77869	-8.20544
2014-05-04	Stade Auguste-Delaune	Reims	Evian	1 - 0	1	0	1	0	0	1	1547	1539	8	9.8	-27.6283	-8.45862
2014-05-04	Stadium Municipal	Toulouse	Nantes	1 - 1	1	1	0	1	0	2	1577	1554	23	0.7	-33.80591	11.57971
2014-05-04	Stade Bonal	Sochaux	Nice	2 - 0	2	0	1	0	0	1	1531	1563	32	10.9	23.91248	-11.66577
2014-05-04	Stade du Moustoir	Lorient	Ajaccio	1 - 0	1	0	1	0	0	1	1572	1447	125	6.5	-1.65796	-23.65625
2014-05-04	Stade Vélodrome	Marseille	Lyon	4 - 2	4	2	1	0	0	1	1626	1699	73	12.1	4.83374	6.26672
2014-05-07	Stade Louis II	Monaco	Guingamp	1 - 1	1	1	0	1	0	2	1701	1511	190	5	14.30347	-17.05469
2014-05-07	Parc des Princes	PSG	Rennes	1 - 2	1	2	0	0	1	3	1858	1553	305	17.1	-41.87085	-11.03931
2014-05-10	Stade Municipal de Roudourou	Guingamp	Toulouse	2 - 0	2	0	1	0	0	1	1517	1574	57	11.6	-3.75146	-20.62463
2014-05-10	Stade Pierre-Mauroy	Lille	PSG	1 - 3	1	3	0	0	1	3	1701	1843	142	6.1	2.97217	-32.65503
2014-05-10	Parc des Sports	Evian	Nice	2 - 0	2	0	1	0	0	1	1533	1553	20	10.6	-9.3385	-18.39917
2014-05-10	Stade de la Mosson	Montpellier	Bastia	0 - 2	0	2	0	0	1	3	1584	1524	60	11.7	-8.4071	-3.75098
2014-05-10	Stade du Hainaut	Valenciennes	Monaco	1 - 2	1	2	0	0	1	3	1484	1694	210	4.6	-36.03638	10.11536
2014-05-10	Stade Jacques-Chaban-Delmas	Bordeaux	Marseille	1 - 1	1	1	0	1	0	2	1597	1638	41	1.2	10.56689	19.9613
2014-05-10	Stade François-Coty	Ajaccio	Reims	2 - 1	2	1	1	0	0	1	1444	1553	109	13	-14.70203	-11.57922
2014-05-10	Stade de la Route-de-Lorient	Rennes	Sochaux	1 - 2	1	2	0	0	1	3	1569	1540	29	10.8	11.5238	38.66919
2014-05-10	La Beaujoire-Louis-Fonteneau	Nantes	St Etienne	1 - 3	1	3	0	0	1	3	1557	1677	120	6.7	27.01501	6.35193
2014-05-10	Stade de Gerland	Lyon	Lorient	0 - 1	0	1	0	0	1	3	1688	1575	113	13.1	0.29663	12.87158
2014-05-17	Stade Armand-Cesari-Furiani	Bastia	Nantes	0 - 0	0	0	0	1	0	2	1540	1547	7	0.2	18.61218	12.08472
2014-05-17	Stade Louis II	Monaco	Bordeaux	1 - 1	1	1	0	1	0	2	1699	1596	103	2.9	8.79761	11.94434
2014-05-17	Stade Geoffroy-Guichard	St Etienne	Ajaccio	3 - 1	3	1	1	0	0	1	1687	1453	234	4.1	17.70935	-6.21533
2014-05-17	Stade Bonal	Sochaux	Evian	0 - 3	0	3	0	0	1	3	1551	1543	8	10.2	38.29395	-4.54993
2014-05-17	Stade du Moustoir	Lorient	Lille	1 - 4	1	4	0	0	1	3	1588	1692	104	7.1	15.83582	-7.84668
2014-05-17	Stade Auguste-Delaune	Reims	Rennes	1 - 3	1	3	0	0	1	3	1544	1558	14	9.6	-20.60181	8.4397
2014-05-17	Allianz Riviera	Nice	Lyon	0 - 1	0	1	0	0	1	3	1543	1675	132	6.4	-16.83875	-20.08411
2014-05-17	Parc des Princes	PSG	Montpellier	4 - 0	4	0	1	0	0	1	1851	1568	283	3.3	-11.93677	-13.95898
2014-05-17	Stadium Municipal	Toulouse	Valenciennes	3 - 1	3	1	1	0	0	1	1563	1479	84	7.6	-18.8645	-37.14734
2014-05-17	Stade Vélodrome	Marseille	Guingamp	1 - 0	1	0	1	0	0	1	1639	1528	111	6.9	12.23975	14.08679
2014-08-08	Stade Auguste-Delaune	Reims	PSG	2 - 2	2	2	0	1	0	2	1536	1860	324	7.3	5.36609	5.36621
2014-08-09	La Beaujoire-Louis-Fonteneau	Nantes	Lens	1 - 0	1	0	1	0	0	1	1554	1487	67	8.1	5.14832	5.14832
2014-08-09	Stade Pierre-Mauroy	Lille	Metz	0 - 0	0	0	0	1	0	2	1716	1514	202	5.2	11.5675	5.14832
2014-08-09	Parc des Sports	Evian	Caen	0 - 3	0	3	0	0	1	3	1565	1520	45	11.3	5.14832	5.14832
2014-08-09	Stade Armand-Cesari-Furiani	Bastia	Marseille	3 - 3	3	3	0	1	0	2	1543	1648	105	2.9	5.14832	5.14832
2014-08-09	Allianz Riviera	Nice	Toulouse	3 - 2	3	2	1	0	0	1	1542	1575	33	10.9	5.14832	5.14832
2014-08-09	Stade de la Mosson	Montpellier	Bordeaux	0 - 1	0	1	0	0	1	3	1570	1606	36	9	5.14832	5.14832
2014-08-09	Stade Municipal de Roudourou	Guingamp	St Etienne	0 - 2	0	2	0	0	1	3	1529	1695	166	5.6	5.14832	5.14832
2014-08-10	Stade de Gerland	Lyon	Rennes	2 - 0	2	0	1	0	0	1	1694	1577	117	6.8	11.79883	5.14832
2014-08-10	Stade Louis II	Monaco	Lorient	1 - 2	1	2	0	0	1	3	1700	1580	120	13.3	5.14832	5.14832
2014-08-15	MMArena	Caen	Lille	0 - 1	0	1	0	0	1	3	1539	1709	170	5.5	24.40759	5.01318
2014-08-16	Parc des Princes	PSG	Bastia	2 - 0	2	0	1	0	0	1	1853	1544	309	2.9	-1.10901	6.12659
2014-08-16	Stadium Municipal	Toulouse	Lyon	2 - 1	2	1	1	0	0	1	1568	1699	131	13.6	-1.9823	17.18921
2014-08-16	Stade du Moustoir	Lorient	Nice	0 - 0	0	0	0	1	0	2	1593	1549	44	1.3	17.77295	12.27893
2014-08-16	Stade de la Route-de-Lorient	Rennes	Evian	6 - 2	6	2	1	0	0	1	1571	1546	25	9.3	-0.24207	-14.11084
2014-08-16	Stade Saint-Symphorien	Metz	Nantes	1 - 1	1	1	0	1	0	2	1520	1559	39	1.1	11.70251	9.97876
2014-08-16	Stade de la Licorne	Lens	Guingamp	0 - 1	0	1	0	0	1	3	1482	1521	39	8.9	0.31787	-2.93079
2014-08-17	Stade Geoffroy-Guichard	St Etienne	Reims	3 - 1	3	1	1	0	0	1	1703	1542	161	5.7	13.22742	11.40576
2014-08-17	Stade Vélodrome	Marseille	Montpellier	0 - 2	0	2	0	0	1	3	1647	1561	86	12.4	4.17004	-3.78638
2014-08-17	Stade Jacques-Chaban-Delmas	Bordeaux	Monaco	4 - 1	4	1	1	0	0	1	1615	1687	72	12	14.08301	-7.47632
2014-08-22	Parc des Sports	Evian	PSG	0 - 0	0	0	0	1	0	2	1532	1853	321	7.3	-28.50854	-1.99744
2014-08-23	Stade Municipal de Roudourou	Guingamp	Marseille	0 - 1	0	1	0	0	1	3	1520	1620	100	7.2	-4.1449	-22.57397
2014-08-23	Stade Pierre-Mauroy	Lille	Lorient	2 - 0	2	0	1	0	0	1	1698	1580	118	6.7	-6.61426	4.65356
2014-08-23	Stade Auguste-Delaune	Reims	Caen	0 - 2	0	2	0	0	1	3	1527	1523	4	10.1	-3.02148	8.83289
2014-08-23	Stade de la Mosson	Montpellier	Metz	2 - 0	2	0	1	0	0	1	1568	1510	58	8.3	2.8844	0.8584
2014-08-23	Allianz Riviera	Nice	Bordeaux	1 - 3	1	3	0	0	1	3	1542	1619	77	7.8	5.32507	18.33289
2014-08-23	Stade Armand-Cesari-Furiani	Bastia	Toulouse	1 - 0	1	0	1	0	0	1	1532	1567	35	11	-5.8197	-2.11829
2014-08-24	Stade de Gerland	Lyon	Lens	0 - 1	0	1	0	0	1	3	1668	1463	205	15.3	-13.41382	-18.54114
2014-08-24	Stade Geoffroy-Guichard	St Etienne	Rennes	0 - 0	0	0	0	1	0	2	1689	1573	116	3.2	-0.32703	1.3208
